Time,Pt100 Temperature (°C),Pt100 Resistance (Ohm)
2024-08-02 10:00:00,20.15820638940861,107.76090945992232
2024-08-02 10:01:00,19.932794421526943,107.67412585228787
2024-08-02 10:02:00,20.509615788722527,107.89620207865818
2024-08-02 10:03:00,20.062498717522008,107.72406200624597
2024-08-02 10:04:00,20.573194800395573,107.9206799981523
2024-08-02 10:05:00,21.00572921536704,108.08720574791631
2024-08-02 10:06:00,20.479926723723754,107.88477178863364
2024-08-02 10:07:00,20.673476353170045,107.95928839597047
2024-08-02 10:08:00,20.913403559169126,108.05166037028012
2024-08-02 10:09:00,20.897285868655853,108.0454550594325
2024-08-02 10:10:00,20.789867313786775,108.0040989158079
2024-08-02 10:11:00,21.21299066499126,108.16700140602164
2024-08-02 10:12:00,21.083109761839726,108.11699725830829
2024-08-02 10:13:00,21.48335926822671,108.27109331826728
2024-08-02 10:14:00,21.29437636587096,108.19833490086032
2024-08-02 10:15:00,21.8742004433766,108.42156717069999
2024-08-02 10:16:00,21.489638992487542,108.2735110121077
2024-08-02 10:17:00,21.659879619672807,108.33905365357403
2024-08-02 10:18:00,21.960737432223826,108.45488391140617
2024-08-02 10:19:00,21.62116827260406,108.32414978495257
2024-08-02 10:20:00,21.977542794489704,108.46135397587854
2024-08-02 10:21:00,22.253441599233224,108.56757501570479
2024-08-02 10:22:00,21.725594268372955,108.36435379332359
2024-08-02 10:23:00,22.134087624700864,108.52162373550983
2024-08-02 10:24:00,22.19408959143999,108.5447244927044
2024-08-02 10:25:00,22.338216226933596,108.60021324736944
2024-08-02 10:26:00,21.968905059292,108.45802844782742
2024-08-02 10:27:00,21.98128535857342,108.46279486305076
2024-08-02 10:28:00,22.373432103859926,108.61377135998607
2024-08-02 10:29:00,22.346656004155786,108.60346256159998
2024-08-02 10:30:00,22.350098570069175,108.60478794947663
2024-08-02 10:31:00,22.376548711408542,108.61497125389229
2024-08-02 10:32:00,22.173038846420848,108.53661995587203
2024-08-02 10:33:00,22.351827420622474,108.60545355693965
2024-08-02 10:34:00,22.354909696127347,108.60664023300903
2024-08-02 10:35:00,22.138981368972864,108.52350782705456
2024-08-02 10:36:00,22.635267934819257,108.71457815490541
2024-08-02 10:37:00,22.33192743717676,108.59779206331305
2024-08-02 10:38:00,21.96883021584467,108.4579996331002
2024-08-02 10:39:00,22.303323770103503,108.58677965148985
2024-08-02 10:40:00,21.937114473523412,108.44578907230651
2024-08-02 10:41:00,22.24475805663934,108.56423185180614
2024-08-02 10:42:00,22.269753104551377,108.57385494525228
2024-08-02 10:43:00,21.8201554592436,108.40075985180879
2024-08-02 10:44:00,22.118964876803652,108.51580147756941
2024-08-02 10:45:00,21.946769747760396,108.44950635288775
2024-08-02 10:46:00,21.962673244716616,108.45562919921589
2024-08-02 10:47:00,22.107999378630463,108.51157976077273
2024-08-02 10:48:00,21.606492881384373,108.31849975933298
2024-08-02 10:49:00,21.428530837158554,108.24998437230605
2024-08-02 10:50:00,21.322097114074896,108.20900738891883
2024-08-02 10:51:00,21.254818942486008,108.1831052928571
2024-08-02 10:52:00,21.31805294426878,108.20745038354347
2024-08-02 10:53:00,21.31496629405393,108.20626202321077
2024-08-02 10:54:00,21.2133721486159,108.16714827721712
2024-08-02 10:55:00,21.233074740012245,108.17473377490471
2024-08-02 10:56:00,20.9784237600111,108.07669314760427
2024-08-02 10:57:00,21.173575745511926,108.15182666202209
2024-08-02 10:58:00,20.736125559887714,107.98340834055676
2024-08-02 10:59:00,21.238705745803813,108.17690171213447
2024-08-02 11:00:00,20.725133469553004,107.9791763857779
2024-08-02 11:01:00,20.333896576230856,107.82855018184888
2024-08-02 11:02:00,20.19676457385247,107.7757543609332
2024-08-02 11:03:00,20.413625552968174,107.85924583789274
2024-08-02 11:04:00,20.179484061299313,107.76910136360024
2024-08-02 11:05:00,20.27516200861338,107.80593737331616
2024-08-02 11:06:00,20.136613536164816,107.75259621142345
2024-08-02 11:07:00,19.938698318378027,107.67639885257555
2024-08-02 11:08:00,19.697167970234716,107.58340966854037
2024-08-02 11:09:00,19.479049555583735,107.49943407889974
2024-08-02 11:10:00,19.610697009586595,107.55011834869084
2024-08-02 11:11:00,19.79200168883464,107.61992065020134
2024-08-02 11:12:00,19.587248244241092,107.54109057403282
2024-08-02 11:13:00,19.222211462157926,107.4005514129308
2024-08-02 11:14:00,19.43637497245252,107.48300436439422
2024-08-02 11:15:00,19.41284991357267,107.47394721672548
2024-08-02 11:16:00,19.096938861804986,107.35232146179492
2024-08-02 11:17:00,19.246453098275165,107.40988444283593
2024-08-02 11:18:00,19.173607754939308,107.38183898565163
2024-08-02 11:19:00,18.884064804543026,107.27036494974907
2024-08-02 11:20:00,19.13950666450078,107.3687100658328
2024-08-02 11:21:00,19.14014385689691,107.3689553849053
2024-08-02 11:22:00,19.209519333349856,107.3956649433397
2024-08-02 11:23:00,19.173599557412576,107.38183582960384
2024-08-02 11:24:00,18.662353093818275,107.18500594112004
2024-08-02 11:25:00,18.73058333943884,107.21127458568395
2024-08-02 11:26:00,19.00671185197412,107.31758406301003
2024-08-02 11:27:00,18.997380508992165,107.31399149596199
2024-08-02 11:28:00,18.993965746524662,107.312676812412
2024-08-02 11:29:00,19.663287228621797,107.5703655830194
2024-08-02 11:30:00,19.014178102138633,107.32045856932338
2024-08-02 11:31:00,19.13985405852697,107.36884381253289
2024-08-02 11:32:00,19.121756561962098,107.3618762763554
2024-08-02 11:33:00,19.084901569070883,107.34768710409229
2024-08-02 11:34:00,18.920650949604322,107.28445061559766
2024-08-02 11:35:00,19.169942191520516,107.3804277437354
2024-08-02 11:36:00,18.90332192450218,107.27777894093335
2024-08-02 11:37:00,19.055475425657594,107.33635803887817
2024-08-02 11:38:00,19.055836375148978,107.33649700443236
2024-08-02 11:39:00,19.224361779500526,107.40137928510771
2024-08-02 11:40:00,19.730880905765822,107.59638914871984
2024-08-02 11:41:00,18.959205825590804,107.29929424285245
2024-08-02 11:42:00,19.539218049325005,107.52259894899012
2024-08-02 11:43:00,19.153164902848125,107.37396848759653
2024-08-02 11:44:00,19.459323975887326,107.49183973071662
2024-08-02 11:45:00,19.85357655702038,107.64362697445284
2024-08-02 11:46:00,19.734594791101376,107.59781899457403
2024-08-02 11:47:00,19.595810262314462,107.54438695099107
2024-08-02 11:48:00,19.761368753563058,107.60812697012177
2024-08-02 11:49:00,20.13664147975688,107.75260696970639
2024-08-02 11:50:00,19.953926673656575,107.68226176935778
2024-08-02 11:51:00,20.245310718437302,107.79444462659836
2024-08-02 11:52:00,20.315641081829163,107.82152181650423
2024-08-02 11:53:00,20.282944031388233,107.80893345208447
2024-08-02 11:54:00,20.95075482911517,108.06604060920934
2024-08-02 11:55:00,20.759145714258562,107.99227109998955
2024-08-02 11:56:00,20.339148101032958,107.83057201889768
2024-08-02 11:57:00,20.894421932873424,108.04435244415627
2024-08-02 11:58:00,20.838585780511014,108.02285552549674
2024-08-02 11:59:00,21.25581475447336,108.18348868047224
